pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63
7.058376002006281,7.143632690510905,9.144079438318562,7.234816530761259,4.1530578521327435,6.187587029435276,6.26994245055574,10.89734724850345,6.532291225069815,8.002473992092634,4.943033620277185,11.581466599578992,8.470524765225894,5.262236284932422,3.6278268555514823,3.495273996228379,7.38252576341631,9.546743860085494,6.742011344518448,7.607069374842423,8.491996875688326,4.105426824022168,6.598567787564141,8.895914538577237,6.941993535277706,11.41779961265666,1.343867283955671,8.640732556411555,7.9433283869630325,4.10100484777518,8.040360342800815,2.1694610488644317,4.336414923929033,10.480484736022188,12.34933618195287,8.26641650078894,4.825167037943694,4.084159785589298,9.794958572820407,7.423403568165391,4.184219473906739,8.040560675780082,4.654994703235434,11.21181049038715,4.721844541391642,7.703630757128644,5.5246560995873395,5.066643891857235,8.002827737038608,5.804847981988171,10.047247883019596,8.517381477810604,7.626187856605814,8.932331777476577,7.297223172282146,8.489891670851032,4.56740337461304,6.096528548314436,7.544140769127232,6.500084409452281,7.006185146197827,5.7872478295056125,6.175489989786876,6.368625644276301
6.610911656689007,13.816851375625763,8.328622787258078,8.318991542720722,5.167095495387179,3.3764416764983682,6.446509285054629,10.614161637029575,9.106423887513834,7.054809047511077,6.6349603383227045,7.827603589255858,10.15376780258159,9.014075693253883,3.8106707023207256,4.489888065555639,6.256910660792904,6.6102884469861305,4.407246113919706,6.130769789217527,6.243623324410848,5.87185191933711,4.57617781331717,8.914700997574274,5.7618202302576815,8.438728313276677,6.764922675537402,5.39945309691563,8.165037611307142,6.637085074040595,5.357286622977046,5.599327587549688,5.093622574107988,11.15109415864744,8.062648355109811,6.999779560913888,6.925898665212917,5.345357644946388,8.745079585658784,7.451346949563503,3.9469546807816593,7.596845373610726,4.964466931024199,8.554391423511255,8.776395105689984,8.969176104447717,4.262741971493947,8.414191502286691,5.9962558229324685,6.635438212793835,11.868574042531213,7.591948415898019,11.3821835669362,10.248295849371747,9.136380058333705,12.751671858671983,4.4346072903681515,4.26840503610929,3.1613631555897674,4.936280588298275,6.477775895203002,6.443468931922349,9.642082424925526,7.716597038871424
6.536339047811693,12.22254174346479,8.214468996842088,12.137949039393106,6.209821462719706,3.8683265446191206,2.951095242364577,10.188688487517782,7.504556152483937,9.618107499229978,5.167208149714955,9.926104087598356,7.890060653043854,3.163473521210938,4.669670021757772,6.736298604420759,6.437612983495239,5.438269202079775,7.1291633082172705,6.6309189225596405,6.5253865758926715,5.366787545356338,6.119841504840739,4.662656093476953,7.563501547640956,9.832725290762939,7.19051173544562,9.006897496762363,5.6305692121268285,3.0923239619655036,8.708702649603444,6.119052431728793,5.496523047277588,16.0,10.91719498851607,10.877791618042876,7.608113435271495,5.904958837917823,7.8517520830653025,8.102709718095442,3.800424481340499,6.856189197643571,3.735331375911011,9.811616315401375,9.485174424476444,5.27262706096089,7.227379042177092,4.831058494459988,6.790088126665713,7.112078829468729,10.140670750938078,7.186051719989849,8.731580281430505,10.669594496555536,6.685127913502879,10.09845606322094,4.8940274831811,4.429675532865245,7.951136007058854,7.225375373878847,3.4018566930508465,6.199204292188222,8.160244815076089,7.756466440254668
5.264434256036219,9.746272657555684,9.429722296324082,9.209864925174907,3.3266596967127606,4.693590855734964,3.8920844264563312,8.395279458391256,10.645018009325687,9.130172764408734,2.429063418902615,11.490385964011352,12.577975655601707,7.185631104633683,2.9756525209495894,4.61946500642141,8.099991484071356,6.287870332921619,7.556496315330025,7.245642487317613,6.4573750787220305,5.030069153756505,0.9100320578292147,4.849895834911646,6.59976189482553,6.977031548686148,8.057940740409327,5.084798436811317,7.111060925814361,4.779568587632532,10.171214730574858,3.0405954523511514,6.519885891176877,9.93276863846999,8.465986470879024,9.814407768008218,6.416074381905934,3.928693595803636,8.459772330917753,6.295909084848188,5.1999423924825345,8.275612880325424,7.006001263252154,7.727851674484282,9.1983917279496,5.138693790626185,5.904121601443325,8.306447531352333,7.978940268711657,4.409416106577643,9.710552789293905,8.109351039253093,8.930435472947382,10.938028103281539,8.40208343272601,8.6625811315092,6.242521379971601,5.943760043545452,5.84938309186797,7.218601261276804,5.290550785558218,5.020281379340249,10.38515523404152,7.374253493964563
6.4828060935807565,10.112696988323545,10.649765441402145,6.90877418686466,6.08576099161507,4.902503572642207,4.298299521253343,11.161821378874194,9.160716199052363,9.775230526760742,6.481301023343123,10.074264207892497,10.303922370203058,5.065482989095285,5.886561028057486,5.178567936874554,6.252717834945775,8.34500838773555,5.563759172169024,9.326349564558697,6.332498364014171,3.20687800573067,7.856565923070925,7.717404501526421,7.984035391310087,9.939402787643944,5.461057164487615,5.926216804845045,7.925576679116414,3.503906360722064,9.43516720214762,5.075593477898316,3.3798283744715736,9.409148748126327,10.66778066643261,8.194644977903488,4.803492695448717,5.2612019745438605,8.736353696679457,6.103858311962954,4.276940225412757,7.596523640787188,2.215213697607749,7.459980299467898,4.695963265476485,7.883974044606488,6.634704442985939,9.70706512476139,8.88948760014795,5.140106838654448,10.009147605256976,7.304815415733492,9.831799239476757,9.140736221146346,8.347929244616767,8.450490297432896,5.642108611925044,7.8787053526231565,4.394159198867566,6.858724498136229,7.689242149545237,5.271277069505182,9.559030689846756,6.430373704796389
6.6700379969808905,8.706871668710429,8.67105815848595,8.629183825181435,7.513232653320583,6.736432140522444,8.04184779323326,8.215246700501977,9.23477717024937,8.780207918589777,7.877631866325045,8.764812046705181,7.901227009505928,4.608958753005757,2.021117936976511,4.553904224180103,4.9009071452067925,7.642735759315948,7.395340080547011,8.984947956139294,9.421681545852078,4.213138736582615,4.60935151036998,7.244115225508211,4.913939238620089,11.83909555669185,7.3427079253619185,6.602144896682781,5.100876153403863,6.710870248051282,7.7146156156819865,7.262282492527505,2.1657019150011894,8.970209159772534,10.024049517166393,9.158936697408844,5.391118186549831,5.859892642406152,6.663803984570992,6.679497390513124,5.210645176867381,8.04241029541766,5.625337364929482,7.906550314639598,3.4080360512467824,10.238430214801216,6.668504811471088,6.1956600469811285,9.984498730544095,5.575294741642101,11.901261480075402,8.994400452335846,13.11491259615367,12.368172219723014,7.445253206279576,11.290764006683787,5.8411066744089615,7.619582984195468,3.042293741267673,7.307691493622254,8.27074999160729,3.127780568543443,7.336850447816781,3.19058202777817
6.090421082589232,11.060424766147712,11.004550048970286,7.9598483076159985,7.793457441016804,3.0426081482645206,1.9524057495920637,9.339165040880241,8.46383158836187,8.439090025609971,1.1555235681699978,9.900380710586004,7.16739936600336,6.612788367389459,5.953560174665978,3.9000091593775292,5.288177053697999,5.73278900700306,6.7567448530281675,7.530661580766681,6.36453799326315,5.919938335576539,5.190664439623682,5.215453280407679,6.829563277616973,7.312629491601457,4.606192944098252,5.451538027833028,10.908146056896191,4.628812194910232,6.79061867194588,5.645664441426678,4.5059087866324194,9.567704069501934,10.985527261916198,10.280845393552774,5.2641117958521155,3.9672185751491877,7.915254819598742,3.269622475629192,2.628243038683358,9.388389503952745,7.0990836001165585,9.289115486241295,6.740745310943528,8.712461032986404,11.00528113272944,9.145293263511334,7.333280071209389,3.883866673068134,7.502625888127426,9.209055245219798,8.6667677984002,7.350811335023841,6.817436634479079,8.048928534731738,7.486034721641825,6.850632266475827,4.553300740593521,8.561232815047722,6.721681091026842,4.544845259918052,11.610176677260228,7.261419173681597
4.878017515609585,9.626898175196748,7.249772626269578,5.65943980211403,6.684321307513891,8.23669416759374,2.433702579117708,10.315791425497494,6.830047462702986,7.72155276310483,3.484596361789149,8.676874681554922,9.3037464216302,4.243333945195216,5.801754714970634,5.304736313161222,5.722268680106835,5.9722412286464825,5.945003071558245,7.215258431407395,8.711919161443493,3.580517557636683,6.184774860367687,7.653810147626498,4.362603227077309,9.805212601411593,4.434124370854307,8.243928617086455,6.600711157999467,1.723257484112891,5.32561352545708,5.383719473283073,5.093369475280679,8.488712215561883,11.024095066726948,6.461246912675071,5.997424203129072,2.9642531741444103,7.320319457959184,6.9791534614135395,3.662124470335076,6.622915405393844,6.090628169341207,8.771437415563796,7.149914743732008,6.437217537917005,6.980337997691171,9.653715157908994,3.632580210584535,4.1343643792357225,10.950359659624057,8.567185292207807,10.447063345684507,8.642841646836624,7.975086438738687,9.510860729253343,6.665975911098617,5.8602656253129535,5.098957520135311,5.574083555542087,5.829597135733337,5.221795416774817,9.828025328169925,5.7457641202089516
6.973358253970063,13.204457375805816,10.007846270852628,7.328069162117541,7.118598470742058,4.577418703507942,1.423854397134488,7.835124832210709,4.903455025728175,7.935681353152562,4.449057279921834,12.688161924166257,9.743343757373449,5.209432715154012,6.684324084971707,1.8927210584275633,6.471593936223323,8.622448217476324,4.521054607801464,7.828475875322121,8.455459863147233,4.468326894727428,7.0270814907028845,10.052764777928635,7.285725494712139,9.339192821097516,4.755072529403598,6.00107628920912,9.116967072047212,3.2213917719412604,8.008473552340373,4.553582312293787,5.43957258685759,10.443456899387495,11.654025498667506,8.2794491234296,5.675635589020608,3.3309753941796214,7.648025636021121,7.500062113862026,6.215971194976179,5.774039868579567,5.874802191660973,11.822864810919862,6.483178705440853,11.184427616227099,4.921989044642247,5.412220022982521,4.726694320237966,7.7548720009061585,11.072404660508921,8.800022934650443,10.303096220414586,7.81939704795727,11.700158316118912,9.96070986890942,4.994802705198475,6.604511577402364,5.325393744595233,6.577937972150977,5.351374004235329,6.649236001501656,12.176873559235503,8.534883007169801
9.03142045261171,9.12023954586508,7.069790022243979,7.644238934132781,5.309893282627509,6.949469327434151,1.9696447617249455,11.842004426292633,7.607908163918243,7.81667737976752,2.8218816052758644,7.428112582525784,10.52690227352983,5.671155914810473,3.337885038837372,3.3391567698952707,5.569365462242266,10.040619847531872,6.445824178533451,3.649076257879009,7.532956937114116,4.693433261254679,1.7695987430749835,6.3816537301306395,6.633920967969618,10.046553777695772,8.399860814359519,9.121788843423555,7.381312646947769,2.8259485240036506,11.958757634911978,5.401299036389981,4.705266708731707,9.878517781202696,10.32854185589258,8.856812917342312,5.195961626438351,4.012944753772588,8.297839390984741,6.04625457158856,3.8951308544709553,7.398172527294959,4.099106975229465,12.057114716941765,1.6445424089761334,9.944471400998648,8.111331988950969,4.103662509003964,6.994162354143257,4.806148704458342,7.816739848372717,7.659632425155661,8.107453155539948,12.36332411852918,9.315781070474857,11.764433219569545,5.961576776578124,3.6757888874990994,3.7376819427485217,6.99714244066603,4.669801633732189,7.030607356809713,8.825723760045866,5.8186556753677126
